,word,freq.x,freq.y,percent.x,percent.y,keyness,p.value,log.ratio,x.vs.y
5037,struggling,13,9,0.01,0.00,15.61,0.00008,2.49,x>y
1712,efforts,11,6,0.01,0.00,15.58,0.00008,2.83,x>y
4623,screen,11,6,0.01,0.00,15.58,0.00008,2.83,x>y
8351,minnesota,0,34,0.00,0.01,15.56,0.00008,4.13,x<y
8770,politician,0,34,0.00,0.01,15.56,0.00008,4.13,x<y
5153,take,135,748,0.12,0.17,15.53,0.00008,0.51,x<y
4942,star,22,26,0.02,0.01,15.52,0.00008,1.72,x>y
3900,plenty,1,48,0.00,0.01,15.38,0.00009,3.63,x<y
1596,do,595,1921,0.52,0.43,15.21,0.00010,0.27,x>y
3545,not,619,2007,0.54,0.45,15.14,0.00010,0.26,x>y
7201,enemy,0,33,0.00,0.01,15.10,0.00010,4.09,x<y
7889,instincts,0,33,0.00,0.01,15.10,0.00010,4.09,x<y
8217,lying,0,33,0.00,0.01,15.10,0.00010,4.09,x<y
9402,shape,0,33,0.00,0.01,15.10,0.00010,4.09,x<y
9648,stolen,0,33,0.00,0.01,15.10,0.00010,4.09,x<y
1444,deserve,24,31,0.02,0.01,15.01,0.00011,1.59,x>y
45,achieve,15,13,0.01,0.00,14.89,0.00011,2.17,x>y
4644,see,136,747,0.12,0.17,14.84,0.00012,0.50,x<y
1647,drive,12,8,0.01,0.00,14.83,0.00012,2.54,x>y
6205,bernardino,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
6429,catastrophe,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
6485,cheating,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
6545,cnn,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
7338,failures,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
7716,honesty,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
8228,magazine,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
8319,messenger,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
9239,roof,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
9699,substantially,0,32,0.00,0.01,14.65,0.00013,4.04,x<y
3992,premiums,2,56,0.00,0.01,14.58,0.00013,2.85,x<y
5607,violent,1,46,0.00,0.01,14.55,0.00014,3.56,x<y
4151,putin,28,41,0.02,0.01,14.44,0.00014,1.41,x>y
223,an,244,711,0.21,0.16,14.41,0.00015,0.42,x>y
3673,outcome,9,4,0.01,0.00,14.35,0.00015,3.13,x>y
3911,pointed,9,4,0.01,0.00,14.35,0.00015,3.13,x>y
4773,silk,9,4,0.01,0.00,14.35,0.00015,3.13,x>y
1,a,1972,8423,1.73,1.90,14.33,0.00015,0.14,x<y
3145,losing,3,64,0.00,0.01,14.31,0.00015,2.46,x<y
718,business,90,214,0.08,0.05,14.25,0.00016,0.71,x>y
3714,pacific,2,55,0.00,0.01,14.19,0.00017,2.82,x<y
4900,spending,2,55,0.00,0.01,14.19,0.00017,2.82,x<y
7696,hispanics,0,31,0.00,0.01,14.19,0.00017,3.99,x<y
8004,judges,0,31,0.00,0.01,14.19,0.00017,3.99,x<y
9425,shooting,0,31,0.00,0.01,14.19,0.00017,3.99,x<y
9827,terminate,0,31,0.00,0.01,14.19,0.00017,3.99,x<y
1429,deported,1,45,0.00,0.01,14.13,0.00017,3.53,x<y
5061,such,30,228,0.03,0.05,14.10,0.00017,0.97,x<y
4551,russian,11,7,0.01,0.00,14.06,0.00018,2.61,x>y
4935,stamina,11,7,0.01,0.00,14.06,0.00018,2.61,x>y
2170,four,52,341,0.05,0.08,13.97,0.00019,0.75,x<y
2634,if,403,1261,0.35,0.28,13.89,0.00019,0.31,x>y
1588,divides,8,3,0.01,0.00,13.87,0.00020,3.37,x>y
2347,grid,8,3,0.01,0.00,13.87,0.00020,3.37,x>y
3185,main,8,3,0.01,0.00,13.87,0.00020,3.37,x>y
4511,roll,8,3,0.01,0.00,13.87,0.00020,3.37,x>y
3948,positive,15,14,0.01,0.00,13.85,0.00020,2.06,x>y
4661,sell,2,54,0.00,0.01,13.81,0.00020,2.80,x<y
188,alliances,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
683,bronze,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
847,chances,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
1480,dick,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
1895,excuses,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
2324,granddaughter,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
3054,lets,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
3614,olympics,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
3646,optimism,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
3656,organize,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
5507,unify,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
5519,universal,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
5660,warren,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
5718,western,6,1,0.01,0.00,13.76,0.00021,4.54,x>y
777,career,16,16,0.01,0.00,13.74,0.00021,1.96,x>y
1776,endorsed,7,92,0.01,0.02,13.74,0.00021,1.76,x<y
4582,sanders,7,92,0.01,0.02,13.74,0.00021,1.76,x<y
6542,clue,0,30,0.00,0.01,13.73,0.00021,3.95,x<y
8812,premium,0,30,0.00,0.01,13.73,0.00021,3.95,x<y
9256,rudy,0,30,0.00,0.01,13.73,0.00021,3.95,x<y
9711,sudden,0,30,0.00,0.01,13.73,0.00021,3.95,x<y
9801,taxed,0,30,0.00,0.01,13.73,0.00021,3.95,x<y
2814,iran,12,124,0.01,0.03,13.67,0.00022,1.41,x<y
5224,terms,4,70,0.00,0.02,13.61,0.00022,2.17,x<y
1831,equality,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
2242,gay,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
2995,latest,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
3723,painful,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
3752,parties,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
4032,print,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
4361,reminded,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
5067,suggested,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
5167,tampa,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
5445,tv,7,2,0.01,0.00,13.60,0.00023,3.77,x>y
4938,standard,3,62,0.00,0.01,13.58,0.00023,2.41,x<y
3106,little,36,257,0.03,0.06,13.54,0.00023,0.88,x<y
2692,inclusive,12,9,0.01,0.00,13.52,0.00024,2.37,x>y
2885,judge,12,9,0.01,0.00,13.52,0.00024,2.37,x>y
1688,east,8,98,0.01,0.02,13.52,0.00024,1.66,x<y
4855,something,101,251,0.09,0.06,13.48,0.00024,0.65,x>y
1972,factories,7,91,0.01,0.02,13.43,0.00025,1.74,x<y
5326,told,47,92,0.04,0.02,13.42,0.00025,0.99,x>y
4959,stay,28,43,0.02,0.01,13.32,0.00026,1.34,x>y
2276,glad,10,6,0.01,0.00,13.32,0.00026,2.70,x>y
3313,mexican,10,6,0.01,0.00,13.32,0.00026,2.70,x>y
312,arizona,1,43,0.00,0.01,13.31,0.00026,3.47,x<y
1526,disastrous,1,43,0.00,0.01,13.31,0.00026,3.47,x<y
2159,fortune,1,43,0.00,0.01,13.31,0.00026,3.47,x<y
2891,june,1,43,0.00,0.01,13.31,0.00026,3.47,x<y
7365,favors,0,29,0.00,0.01,13.27,0.00027,3.90,x<y
7453,forced,0,29,0.00,0.01,13.27,0.00027,3.90,x<y
7879,insiders,0,29,0.00,0.01,13.27,0.00027,3.90,x<y
10031,unleashed,0,29,0.00,0.01,13.27,0.00027,3.90,x<y
5684,wealthy,32,53,0.03,0.01,13.23,0.00028,1.23,x>y
5276,those,176,493,0.15,0.11,13.22,0.00028,0.47,x>y
5317,tired,3,61,0.00,0.01,13.22,0.00028,2.39,x<y
2999,latinos,13,11,0.01,0.00,13.19,0.00028,2.20,x>y
5797,worry,5,76,0.00,0.02,13.12,0.00029,1.97,x<y
2368,guess,9,103,0.01,0.02,13.07,0.00030,1.56,x<y
1088,confidence,14,13,0.01,0.00,12.99,0.00031,2.07,x>y
3835,personal,19,23,0.02,0.01,12.99,0.00031,1.68,x>y
2406,hands,18,21,0.02,0.00,12.91,0.00033,1.74,x>y
2374,gulf,1,42,0.00,0.01,12.90,0.00033,3.43,x<y
3852,phones,1,42,0.00,0.01,12.90,0.00033,3.43,x<y
6744,crimes,0,28,0.00,0.01,12.82,0.00034,3.85,x<y
7899,insurers,0,28,0.00,0.01,12.82,0.00034,3.85,x<y
9287,saluting,0,28,0.00,0.01,12.82,0.00034,3.85,x<y
14,abroad,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
161,aisle,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
164,alabama,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
174,alicia,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
224,analysis,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
321,arsenal,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
361,atlantic,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
429,bait,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
443,bankruptcies,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
455,bargaining,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
577,blessings,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
689,broward,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
706,bullying,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
994,colleagues,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1065,compound,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1076,conclusion,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1133,consumer,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1152,contrary,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1222,coworkers,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1334,dear,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1575,distribute,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1581,ditch,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1584,diversity,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1624,doubted,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
1934,exploited,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2002,fargo,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2166,founded,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2300,gosh,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2382,gwen,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2681,inauguration,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2753,installers,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2879,joy,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2918,keys,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2922,khizr,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
2937,kindergarten,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3131,longtime,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3217,marble,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3219,marched,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3240,martin,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3265,mcginty,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3330,milestone,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3558,nurse,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3612,olsen,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3742,parenthood,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3791,paychecks,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3896,pleased,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3945,poses,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3965,pows,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
3988,prejudice,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4209,randi,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4314,registering,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4518,rooney,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4721,sherrod,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4836,solar,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4967,steelers,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4980,steroids,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
4985,stiffs,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5097,suppose,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5122,sustained,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5135,sybrina,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5142,systemic,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5166,tammy,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5196,tearing,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5436,turbines,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5512,unique,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5626,volunteering,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
5811,wreck,4,0,0.00,0.00,12.70,0.00037,4.96,x>y
236,anger,9,5,0.01,0.00,12.60,0.00038,2.81,x>y
4654,seen,47,308,0.04,0.07,12.59,0.00039,0.75,x<y
791,cars,1,41,0.00,0.01,12.49,0.00041,3.40,x<y
1453,destroy,1,41,0.00,0.01,12.49,0.00041,3.40,x<y
628,boy,10,107,0.01,0.02,12.40,0.00043,1.46,x<y
6266,bobby,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
6701,correct,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
6859,deficits,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
7505,fully,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
7604,guilty,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
8760,podesta,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
8813,prep,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
9755,suspend,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
9820,tender,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
10196,wedding,0,27,0.00,0.01,12.36,0.00044,3.80,x<y
1679,early,34,60,0.03,0.01,12.35,0.00044,1.14,x>y
1867,everyday,12,10,0.01,0.00,12.35,0.00044,2.22,x>y
4564,safer,12,10,0.01,0.00,12.35,0.00044,2.22,x>y
1406,democrats,43,84,0.04,0.02,12.34,0.00044,0.99,x>y
1487,difference,26,40,0.02,0.01,12.33,0.00045,1.34,x>y
4955,states,96,541,0.08,0.12,12.21,0.00047,0.54,x<y
5290,three,32,229,0.03,0.05,12.15,0.00049,0.88,x<y
2551,honest,3,58,0.00,0.01,12.14,0.00049,2.31,x<y
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
