,word,freq.x,freq.y,percent.x,percent.y,keyness,p.value,log.ratio,x.vs.y
6175,begins,0,62,0.00,0.01,28.38,0.00000,4.99,x<y
2796,invest,24,17,0.02,0.00,28.32,0.00000,2.46,x>y
795,cases,1,78,0.00,0.02,28.15,0.00000,4.33,x<y
5708,well,221,556,0.19,0.13,28.04,0.00000,0.63,x>y
6278,boom,0,61,0.00,0.01,27.92,0.00000,4.97,x<y
3626,open,13,178,0.01,0.04,27.76,0.00000,1.82,x<y
2466,heart,41,50,0.04,0.01,27.75,0.00000,1.67,x>y
2705,independent,16,6,0.01,0.00,27.75,0.00000,3.37,x>y
918,citizens,4,108,0.00,0.02,27.61,0.00000,2.80,x<y
3286,meet,31,30,0.03,0.01,27.57,0.00000,2.01,x>y
70,addiction,12,2,0.01,0.00,27.52,0.00000,4.54,x>y
3789,pay,152,348,0.13,0.08,27.50,0.00000,0.76,x>y
4172,quote,32,32,0.03,0.01,27.49,0.00000,1.96,x>y
7348,fantastic,0,60,0.00,0.01,27.46,0.00000,4.95,x<y
7771,ice,0,60,0.00,0.01,27.46,0.00000,4.95,x<y
5270,thinking,33,34,0.03,0.01,27.43,0.00000,1.92,x>y
1231,create,69,117,0.06,0.03,27.23,0.00000,1.20,x>y
2533,holding,14,4,0.01,0.00,27.20,0.00000,3.77,x>y
3452,n,14,4,0.01,0.00,27.20,0.00000,3.77,x>y
2939,kinds,13,3,0.01,0.00,27.19,0.00000,4.07,x>y
3076,lifetimes,13,3,0.01,0.00,27.19,0.00000,4.07,x>y
5634,voting,56,85,0.05,0.02,27.18,0.00000,1.36,x>y
3346,minimum,24,18,0.02,0.00,27.05,0.00000,2.37,x>y
2241,gave,9,147,0.01,0.03,27.03,0.00000,2.07,x<y
4379,repeal,3,97,0.00,0.02,26.97,0.00000,3.06,x<y
263,anything,25,252,0.02,0.06,26.76,0.00000,1.37,x<y
2764,insurance,20,12,0.02,0.00,26.63,0.00000,2.70,x>y
3431,much,125,778,0.11,0.18,26.63,0.00000,0.68,x<y
3889,plants,2,86,0.00,0.02,26.62,0.00000,3.47,x<y
8148,libya,0,58,0.00,0.01,26.55,0.00000,4.90,x<y
4245,really,238,617,0.21,0.14,26.49,0.00000,0.59,x>y
2655,immigration,16,194,0.01,0.04,26.44,0.00000,1.64,x<y
5804,wouldn,15,187,0.01,0.04,26.33,0.00000,1.68,x<y
199,already,52,77,0.05,0.02,26.33,0.00000,1.39,x>y
1403,democracy,23,17,0.02,0.00,26.23,0.00000,2.40,x>y
3345,miners,2,85,0.00,0.02,26.21,0.00000,3.45,x<y
4059,product,2,85,0.00,0.02,26.21,0.00000,3.45,x<y
5629,vote,204,512,0.18,0.12,26.14,0.00000,0.63,x>y
9292,sanctuary,0,57,0.00,0.01,26.09,0.00000,4.87,x<y
1496,dignity,16,7,0.01,0.00,25.72,0.00000,3.15,x>y
726,but,545,2673,0.48,0.60,25.64,0.00000,0.33,x<y
3814,people,659,3166,0.58,0.71,25.51,0.00000,0.30,x<y
126,afraid,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
1066,comprehensive,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
2760,insulted,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
3387,moments,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
4068,profits,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
4260,recession,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
4433,respecting,10,1,0.01,0.00,25.49,0.00000,5.28,x>y
629,boys,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
690,brown,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
760,candidates,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
761,cannon,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
885,childhood,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
1680,earn,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
2965,lace,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
3664,osama,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
3806,pell,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
4628,seals,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
4962,steadiness,8,0,0.01,0.00,25.39,0.00000,5.96,x>y
4383,replace,4,102,0.00,0.02,25.32,0.00000,2.71,x<y
3616,on,647,1996,0.57,0.45,25.16,0.00000,0.33,x>y
2887,judgment,1,71,0.00,0.02,25.13,0.00000,4.19,x<y
1985,faith,27,25,0.02,0.01,25.13,0.00000,2.07,x>y
4861,son,27,25,0.02,0.01,25.13,0.00000,2.07,x>y
948,climate,14,5,0.01,0.00,24.82,0.00000,3.44,x>y
3565,obama,56,418,0.05,0.09,24.73,0.00000,0.94,x<y
9383,server,0,54,0.00,0.01,24.71,0.00000,4.80,x<y
1042,companies,29,268,0.03,0.06,24.70,0.00000,1.25,x<y
1731,elizabeth,11,2,0.01,0.00,24.67,0.00000,4.42,x>y
510,believe,240,633,0.21,0.14,24.66,0.00000,0.56,x>y
1234,creating,21,15,0.02,0.00,24.62,0.00000,2.44,x>y
3360,miss,13,4,0.01,0.00,24.54,0.00000,3.66,x>y
5289,threats,13,4,0.01,0.00,24.54,0.00000,3.66,x>y
720,businessman,12,3,0.01,0.00,24.45,0.00000,3.96,x>y
1108,congresswoman,12,3,0.01,0.00,24.45,0.00000,3.96,x>y
5870,accomplish,0,53,0.00,0.01,24.26,0.00000,4.77,x<y
5827,years,124,758,0.11,0.17,24.25,0.00000,0.65,x<y
2140,foreign,15,180,0.01,0.04,24.23,0.00000,1.63,x<y
2630,ideas,22,17,0.02,0.00,24.18,0.00000,2.33,x>y
2302,got,282,772,0.25,0.17,24.03,0.00000,0.51,x>y
5041,students,30,32,0.03,0.01,23.98,0.00000,1.87,x>y
5608,virginia,5,107,0.00,0.02,23.98,0.00000,2.46,x<y
5371,training,16,8,0.01,0.00,23.89,0.00000,2.96,x>y
3342,minds,20,14,0.02,0.00,23.82,0.00000,2.47,x>y
5349,tough,13,165,0.01,0.04,23.71,0.00000,1.71,x<y
3151,love,70,486,0.06,0.11,23.70,0.00000,0.84,x<y
5430,try,37,47,0.03,0.01,23.69,0.00000,1.61,x>y
128,african,28,258,0.02,0.06,23.66,0.00000,1.24,x<y
133,against,73,136,0.06,0.03,23.50,0.00000,1.06,x>y
2652,immediately,4,97,0.00,0.02,23.42,0.00000,2.64,x<y
5587,vets,4,97,0.00,0.02,23.42,0.00000,2.64,x<y
3226,mark,21,16,0.02,0.00,23.36,0.00000,2.35,x>y
6393,cancel,0,51,0.00,0.01,23.34,0.00000,4.71,x<y
615,born,15,7,0.01,0.00,23.29,0.00000,3.06,x>y
2896,justices,1,66,0.00,0.01,22.99,0.00000,4.09,x<y
8176,lobbyists,0,50,0.00,0.01,22.88,0.00000,4.68,x<y
9759,swamp,0,50,0.00,0.01,22.88,0.00000,4.68,x<y
3147,lost,27,249,0.02,0.06,22.86,0.00000,1.25,x<y
40,accountable,14,6,0.01,0.00,22.75,0.00000,3.18,x>y
468,basic,14,6,0.01,0.00,22.75,0.00000,3.18,x>y
889,chinese,14,6,0.01,0.00,22.75,0.00000,3.18,x>y
2678,in,1759,6003,1.54,1.35,22.65,0.00000,0.19,x>y
5655,wants,51,381,0.04,0.09,22.59,0.00000,0.94,x<y
2800,investigation,1,65,0.00,0.01,22.56,0.00000,4.06,x<y
941,clearer,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
1198,count,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
1817,entrepreneurs,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
2168,founders,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
3103,lists,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
3726,paint,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
4790,sister,9,1,0.01,0.00,22.52,0.00000,5.13,x>y
7757,hundred,0,49,0.00,0.01,22.43,0.00000,4.66,x<y
3639,opportunity,37,49,0.03,0.01,22.32,0.00000,1.55,x>y
4710,share,30,34,0.03,0.01,22.31,0.00000,1.78,x>y
2342,greatest,21,211,0.02,0.05,22.29,0.00000,1.37,x<y
2271,girls,13,5,0.01,0.00,22.28,0.00000,3.34,x>y
717,bush,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
1638,drapery,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
1691,eat,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
2223,gabby,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
2314,grace,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
2525,historically,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
2736,innovation,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
2914,kent,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
3416,motivated,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
3712,p,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
4467,reverend,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
4813,sleeves,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
4920,squeegee,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
5497,undocumented,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
5508,unifying,7,0,0.01,0.00,22.22,0.00000,5.77,x>y
3306,mess,1,64,0.00,0.01,22.13,0.00000,4.04,x<y
3468,national,76,148,0.07,0.03,21.98,0.00000,1.00,x>y
5947,aliens,0,48,0.00,0.01,21.97,0.00000,4.63,x<y
7176,emails,0,48,0.00,0.01,21.97,0.00000,4.63,x<y
8668,pence,0,48,0.00,0.01,21.97,0.00000,4.63,x<y
774,card,12,4,0.01,0.00,21.92,0.00000,3.54,x>y
1488,differences,12,4,0.01,0.00,21.92,0.00000,3.54,x>y
3071,lie,4,93,0.00,0.02,21.92,0.00000,2.58,x<y
4251,rebuild,13,159,0.01,0.04,21.90,0.00000,1.65,x<y
2072,find,44,66,0.04,0.01,21.80,0.00000,1.37,x>y
4597,say,193,1066,0.17,0.24,21.79,0.00000,0.51,x<y
367,attention,11,3,0.01,0.00,21.74,0.00000,3.83,x>y
716,bus,11,3,0.01,0.00,21.74,0.00000,3.83,x>y
2331,grandparents,11,3,0.01,0.00,21.74,0.00000,3.83,x>y
2468,hearted,11,3,0.01,0.00,21.74,0.00000,3.83,x>y
285,appoint,1,63,0.00,0.01,21.71,0.00000,4.02,x<y
3515,next,66,122,0.06,0.03,21.63,0.00000,1.07,x>y
3297,men,48,76,0.04,0.02,21.61,0.00000,1.30,x>y
3032,leaves,15,8,0.01,0.00,21.55,0.00000,2.87,x>y
5802,worth,15,8,0.01,0.00,21.55,0.00000,2.87,x>y
5630,voted,30,35,0.03,0.01,21.51,0.00000,1.74,x>y
9451,siege,0,47,0.00,0.01,21.51,0.00000,4.60,x<y
2768,intelligence,17,11,0.01,0.00,21.47,0.00000,2.59,x>y
5677,ways,26,27,0.02,0.01,21.42,0.00000,1.90,x>y
2706,independents,20,16,0.02,0.00,21.34,0.00000,2.28,x>y
7082,drain,0,46,0.00,0.01,21.05,0.00000,4.56,x<y
1981,fair,40,58,0.04,0.01,20.97,0.00000,1.42,x>y
926,claims,14,7,0.01,0.00,20.91,0.00000,2.96,x>y
5102,supreme,4,90,0.00,0.02,20.80,0.00001,2.53,x<y
5225,terrible,10,135,0.01,0.03,20.75,0.00001,1.80,x<y
2138,forces,16,10,0.01,0.00,20.71,0.00001,2.64,x>y
2834,j,16,10,0.01,0.00,20.71,0.00001,2.64,x>y
5844,youth,3,81,0.00,0.02,20.71,0.00001,2.80,x<y
332,ask,59,106,0.05,0.02,20.61,0.00001,1.11,x>y
6873,deleted,0,45,0.00,0.01,20.60,0.00001,4.53,x<y
8640,paris,0,45,0.00,0.01,20.60,0.00001,4.53,x<y
9206,ripped,0,45,0.00,0.01,20.60,0.00001,4.53,x<y
9535,snake,0,45,0.00,0.01,20.60,0.00001,4.53,x<y
3072,lies,2,71,0.00,0.02,20.51,0.00001,3.19,x<y
3924,poll,1,60,0.00,0.01,20.43,0.00001,3.95,x<y
4071,program,33,43,0.03,0.01,20.38,0.00001,1.58,x>y
1569,distinguished,13,6,0.01,0.00,20.31,0.00001,3.07,x>y
3594,officer,13,6,0.01,0.00,20.31,0.00001,3.07,x>y
4009,presidents,13,6,0.01,0.00,20.31,0.00001,3.07,x>y
497,been,214,1150,0.19,0.26,20.30,0.00001,0.47,x<y
3920,political,14,160,0.01,0.04,20.26,0.00001,1.56,x<y
3891,play,7,112,0.01,0.03,20.23,0.00001,2.04,x<y
7520,gang,0,44,0.00,0.01,20.14,0.00001,4.50,x<y
7733,hostages,0,44,0.00,0.01,20.14,0.00001,4.50,x<y
7827,incompetent,0,44,0.00,0.01,20.14,0.00001,4.50,x<y
3603,oil,2,70,0.00,0.02,20.11,0.00001,3.17,x<y
952,clintons,1,59,0.00,0.01,20.01,0.00001,3.92,x<y
245,announced,3,79,0.00,0.02,19.94,0.00001,2.76,x<y
1160,control,3,79,0.00,0.02,19.94,0.00001,2.76,x<y
1632,dr,12,5,0.01,0.00,19.78,0.00001,3.22,x>y
4767,signed,6,103,0.01,0.02,19.73,0.00001,2.14,x<y
7476,france,0,43,0.00,0.01,19.68,0.00001,4.47,x<y
7623,hammer,0,43,0.00,0.01,19.68,0.00001,4.47,x<y
192,allowed,5,95,0.00,0.02,19.65,0.00001,2.29,x<y
261,anyone,36,51,0.03,0.01,19.59,0.00001,1.46,x>y
990,colin,8,1,0.01,0.00,19.57,0.00001,4.96,x>y
1951,extra,8,1,0.01,0.00,19.57,0.00001,4.96,x>y
4030,principle,8,1,0.01,0.00,19.57,0.00001,4.96,x>y
4034,printing,8,1,0.01,0.00,19.57,0.00001,4.96,x>y
4943,stark,8,1,0.01,0.00,19.57,0.00001,4.96,x>y
3457,name,32,42,0.03,0.01,19.56,0.00001,1.57,x>y
3094,line,43,68,0.04,0.02,19.40,0.00001,1.30,x>y
5597,view,11,4,0.01,0.00,19.35,0.00001,3.42,x>y
247,another,44,328,0.04,0.07,19.34,0.00001,0.94,x<y
191,allow,2,68,0.00,0.02,19.31,0.00001,3.13,x<y
1215,cover,2,68,0.00,0.02,19.31,0.00001,3.13,x<y
4385,report,2,68,0.00,0.02,19.31,0.00001,3.13,x<y
5208,television,2,68,0.00,0.02,19.31,0.00001,3.13,x<y
3918,policies,11,137,0.01,0.03,19.27,0.00001,1.68,x<y
2552,honestly,8,116,0.01,0.03,19.16,0.00001,1.90,x<y
3077,lift,20,18,0.02,0.00,19.14,0.00001,2.11,x>y
772,captain,10,3,0.01,0.00,19.07,0.00001,3.70,x>y
1694,economics,10,3,0.01,0.00,19.07,0.00001,3.70,x>y
4033,printed,10,3,0.01,0.00,19.07,0.00001,3.70,x>y
4046,privilege,10,3,0.01,0.00,19.07,0.00001,3.70,x>y
4478,rhetoric,10,3,0.01,0.00,19.07,0.00001,3.70,x>y
5570,value,10,3,0.01,0.00,19.07,0.00001,3.70,x>y
2759,insult,9,2,0.01,0.00,19.05,0.00001,4.13,x>y
3502,neighbors,9,2,0.01,0.00,19.05,0.00001,4.13,x>y
3994,prepare,9,2,0.01,0.00,19.05,0.00001,4.13,x>y
115,advocating,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
678,broadband,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1200,counted,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1209,courageous,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1228,crash,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1409,demonstrate,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1448,design,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1514,disabled,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1583,diverse,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1637,draperies,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1685,ease,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
1769,encourage,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
2194,fringe,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
2202,fudge,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
2535,hole,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
2667,imposed,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
3034,lebron,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
3659,organizers,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
3870,pipeline,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
4293,refinance,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
4294,reflect,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
5024,strickland,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
5195,tear,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
5234,tested,6,0,0.01,0.00,19.04,0.00001,5.54,x>y
4865,soon,2,67,0.00,0.02,18.91,0.00001,3.11,x<y
2480,hello,17,13,0.01,0.00,18.85,0.00001,2.35,x>y
6117,backed,0,41,0.00,0.01,18.77,0.00001,4.40,x<y
412,back,186,1009,0.16,0.23,18.76,0.00001,0.48,x<y
4685,serve,34,48,0.03,0.01,18.61,0.00002,1.46,x>y
3142,lose,19,185,0.02,0.04,18.60,0.00002,1.32,x<y
2283,goals,13,7,0.01,0.00,18.57,0.00002,2.85,x>y
5506,uniform,13,7,0.01,0.00,18.57,0.00002,2.85,x>y
1686,easier,18,15,0.02,0.00,18.52,0.00002,2.22,x>y
305,area,2,66,0.00,0.01,18.51,0.00002,3.09,x<y
2515,him,144,362,0.13,0.08,18.33,0.00002,0.63,x>y
5372,trans,1,55,0.00,0.01,18.31,0.00002,3.82,x<y
7072,doubled,0,40,0.00,0.01,18.31,0.00002,4.36,x<y
9945,trouble,0,40,0.00,0.01,18.31,0.00002,4.36,x<y
10065,uphold,0,40,0.00,0.01,18.31,0.00002,4.36,x<y
4162,questions,7,106,0.01,0.02,18.23,0.00002,1.96,x<y
2354,ground,27,33,0.02,0.01,18.22,0.00002,1.67,x>y
503,behalf,20,19,0.02,0.00,18.13,0.00002,2.03,x>y
5094,supporting,20,19,0.02,0.00,18.13,0.00002,2.03,x>y
4688,services,16,12,0.01,0.00,18.03,0.00002,2.37,x>y
2007,fashioned,12,6,0.01,0.00,17.92,0.00002,2.96,x>y
2150,forgotten,1,54,0.00,0.01,17.89,0.00002,3.80,x<y
2493,heroin,1,54,0.00,0.01,17.89,0.00002,3.80,x<y
4302,refugee,1,54,0.00,0.01,17.89,0.00002,3.80,x<y
5662,wars,1,54,0.00,0.01,17.89,0.00002,3.80,x<y
8836,primaries,0,39,0.00,0.01,17.85,0.00002,4.33,x<y
2665,importantly,2,64,0.00,0.01,17.71,0.00003,3.04,x<y
3682,outside,6,97,0.01,0.02,17.68,0.00003,2.06,x<y
1777,endorsement,3,73,0.00,0.02,17.66,0.00003,2.65,x<y
2008,fast,3,73,0.00,0.02,17.66,0.00003,2.65,x<y
4341,released,3,73,0.00,0.02,17.66,0.00003,2.65,x<y
1621,double,4,81,0.00,0.02,17.51,0.00003,2.38,x<y
4578,san,1,53,0.00,0.01,17.47,0.00003,3.77,x<y
4857,sometimes,31,43,0.03,0.01,17.44,0.00003,1.49,x>y
3671,ourselves,18,16,0.02,0.00,17.44,0.00003,2.13,x>y
6416,carrier,0,38,0.00,0.01,17.39,0.00003,4.29,x<y
8876,properly,0,38,0.00,0.01,17.39,0.00003,4.29,x<y
2323,grandchildren,15,11,0.01,0.00,17.22,0.00003,2.41,x>y
3299,mental,15,11,0.01,0.00,17.22,0.00003,2.41,x>y
5143,systems,15,11,0.01,0.00,17.22,0.00003,2.41,x>y
2858,joe,20,20,0.02,0.00,17.18,0.00003,1.96,x>y
2531,hold,23,26,0.02,0.01,17.16,0.00003,1.78,x>y
2357,grow,29,39,0.03,0.01,17.10,0.00004,1.53,x>y
5558,use,20,185,0.02,0.04,17.08,0.00004,1.25,x<y
1282,currency,1,52,0.00,0.01,17.05,0.00004,3.74,x<y
2247,generation,13,8,0.01,0.00,17.01,0.00004,2.66,x>y
7220,entered,0,37,0.00,0.01,16.93,0.00004,4.25,x<y
1865,every,247,703,0.22,0.16,16.90,0.00004,0.45,x>y
4097,proposed,16,13,0.01,0.00,16.84,0.00004,2.26,x>y
4971,step,16,13,0.01,0.00,16.84,0.00004,2.26,x>y
654,breaks,10,4,0.01,0.00,16.82,0.00004,3.28,x>y
3014,lay,10,4,0.01,0.00,16.82,0.00004,3.28,x>y
3140,loose,10,4,0.01,0.00,16.82,0.00004,3.28,x>y
1597,doctor,4,79,0.00,0.02,16.79,0.00004,2.34,x<y
5594,victory,4,79,0.00,0.02,16.79,0.00004,2.34,x<y
2069,finally,36,56,0.03,0.01,16.74,0.00004,1.32,x>y
5240,th,35,267,0.03,0.06,16.66,0.00004,0.97,x<y
1089,confident,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
1205,counts,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
1389,delighted,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
1631,dozens,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
3263,mccain,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
3981,precision,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
4616,science,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
4816,slogan,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
5056,succeed,7,1,0.01,0.00,16.65,0.00005,4.77,x>y
5250,theft,1,51,0.00,0.01,16.63,0.00005,3.71,x<y
5191,team,17,15,0.01,0.00,16.59,0.00005,2.14,x>y
5926,agents,0,36,0.00,0.01,16.48,0.00005,4.21,x<y
5971,amounts,0,36,0.00,0.01,16.48,0.00005,4.21,x<y
6678,controlled,0,36,0.00,0.01,16.48,0.00005,4.21,x<y
8118,legally,0,36,0.00,0.01,16.48,0.00005,4.21,x<y
5543,up,346,1040,0.30,0.23,16.48,0.00005,0.37,x>y
293,approach,9,3,0.01,0.00,16.44,0.00005,3.54,x>y
1886,exceptional,9,3,0.01,0.00,16.44,0.00005,3.54,x>y
3977,pre,9,3,0.01,0.00,16.44,0.00005,3.54,x>y
5642,wake,9,3,0.01,0.00,16.44,0.00005,3.54,x>y
5333,tomorrow,39,64,0.03,0.01,16.42,0.00005,1.24,x>y
3533,nominee,14,10,0.01,0.00,16.41,0.00005,2.44,x>y
4000,prescription,14,10,0.01,0.00,16.41,0.00005,2.44,x>y
5245,thanks,14,10,0.01,0.00,16.41,0.00005,2.44,x>y
1484,didn,59,390,0.05,0.09,16.40,0.00005,0.77,x<y
4452,results,19,19,0.02,0.00,16.32,0.00005,1.96,x>y
848,change,51,349,0.04,0.08,16.32,0.00005,0.82,x<y
140,ages,8,2,0.01,0.00,16.30,0.00005,3.96,x>y
2062,fights,8,2,0.01,0.00,16.30,0.00005,3.96,x>y
2295,goodness,8,2,0.01,0.00,16.30,0.00005,3.96,x>y
3912,pointing,8,2,0.01,0.00,16.30,0.00005,3.96,x>y
4546,rural,8,2,0.01,0.00,16.30,0.00005,3.96,x>y
1786,enforcement,8,107,0.01,0.02,16.29,0.00005,1.78,x<y
1369,deeply,12,7,0.01,0.00,16.28,0.00005,2.74,x>y
4510,role,12,7,0.01,0.00,16.28,0.00005,2.74,x>y
304,are,718,3287,0.63,0.74,16.23,0.00006,0.24,x<y
1420,department,10,120,0.01,0.03,16.15,0.00006,1.63,x<y
3881,plane,2,60,0.00,0.01,16.14,0.00006,2.95,x<y
3197,making,82,183,0.07,0.04,16.14,0.00006,0.80,x>y
3467,nation,35,264,0.03,0.06,16.03,0.00006,0.96,x<y
2693,income,30,43,0.03,0.01,16.03,0.00006,1.44,x>y
7004,disgrace,0,35,0.00,0.01,16.02,0.00006,4.17,x<y
9058,reince,0,35,0.00,0.01,16.02,0.00006,4.17,x<y
10037,unnecessary,0,35,0.00,0.01,16.02,0.00006,4.17,x<y
541,big,98,578,0.09,0.13,16.01,0.00006,0.60,x<y
3547,nothing,46,321,0.04,0.07,15.88,0.00007,0.84,x<y
258,any,109,265,0.10,0.06,15.87,0.00007,0.68,x>y
85,admire,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
176,alike,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
235,angelou,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
242,annie,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
360,athletes,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
589,bluster,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
708,bunker,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
784,carol,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
803,casual,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
982,codes,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
1225,crack,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
1248,crises,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
1513,disability,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
1571,distracted,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
1672,dynamic,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
1938,exported,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
2078,finger,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
2234,gap,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
2336,grants,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
2548,homework,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
2718,inequality,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
2871,jose,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3046,legislature,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3170,machines,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3194,makers,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3221,marcia,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3235,marriage,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3258,maya,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3312,methodist,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3322,middleclass,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3341,minded,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3435,multi,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3440,murphy,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3660,organizing,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3718,pageant,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3728,painters,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3762,pasco,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
3809,penn,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
4047,privileged,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
4445,restaurant,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
4458,retirement,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
4699,sewer,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
4737,shop,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
4984,stiffing,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
5116,survivors,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
5205,teenager,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
5243,thankfully,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
5711,wells,5,0,0.00,0.00,15.87,0.00007,5.28,x>y
930,class,44,78,0.04,0.02,15.83,0.00007,1.13,x>y
483,beat,1,49,0.00,0.01,15.80,0.00007,3.66,x<y
3837,personally,13,9,0.01,0.00,15.61,0.00008,2.49,x>y
